threshold_source,quantile,threshold,train_precision,holdout_precision,train_signal_rate,holdout_signal_rate,holdout_profit_factor
train_percentile_value,80,0.2778626084327698,0.3665564478034955,0.3215130023640662,0.253867370188272,0.9883177570093458,0.4738675958188153
holdout_percentile_value,80,0.36148310102942516,0.25,0.3344947735191638,0.0004796738218011752,0.2235202492211838,0.5026178010471204
train_percentile_value,85,0.2778626084327698,0.3665564478034955,0.3215130023640662,0.253867370188272,0.9883177570093458,0.4738675958188153
holdout_percentile_value,85,0.36148310102942516,0.25,0.3344947735191638,0.0004796738218011752,0.2235202492211838,0.5026178010471204
train_percentile_value,90,0.2950635254383087,0.3627232142857143,0.3176470588235294,0.10744693608346324,0.926791277258567,0.46551724137931033
holdout_percentile_value,90,0.3622887637118294,0.25,0.35384615384615387,0.0004796738218011752,0.10124610591900311,0.5476190476190477
train_percentile_value,95,0.3230888247489929,0.35667396061269147,0.34108527131782945,0.054802734140784265,0.7032710280373832,0.5176470588235295
holdout_percentile_value,95,0.36349453978159124,0.25,0.3902439024390244,0.0004796738218011752,0.06386292834890965,0.64
train_percentile_value,97,0.3230888247489929,0.35667396061269147,0.34108527131782945,0.054802734140784265,0.7032710280373832,0.5176470588235295
holdout_percentile_value,97,0.3787015945330296,0.0,0.4117647058823529,0.0,0.0397196261682243,0.7
train_percentile_value,98,0.32408156991004944,0.3532110091743119,0.34108527131782945,0.026142223288164047,0.7032710280373832,0.5176470588235295
holdout_percentile_value,98,0.38824503311258274,0.0,0.4375,0.0,0.024922118380062305,0.7777777777777778
train_percentile_value,99,0.34443730115890503,0.36792452830188677,0.3563218390804598,0.012711356277731144,0.338785046728972,0.5535714285714286
holdout_percentile_value,99,0.38824503311258274,0.0,0.4375,0.0,0.024922118380062305,0.7777777777777778
