threshold_source,quantile,threshold,train_precision,holdout_precision,train_signal_rate,holdout_signal_rate,holdout_profit_factor
train_percentile_value,80,0.32247593998908997,0.36343036430189996,0.36260330578512395,0.21845251694463483,0.845414847161572,0.5688816855753647
holdout_percentile_value,80,0.3622887637118294,0.3888888888888889,0.4246575342465753,0.0006854009595613434,0.2550218340611354,0.7380952380952381
train_percentile_value,85,0.3230888247489929,0.3620952380952381,0.36260330578512395,0.19990861320539183,0.845414847161572,0.5688816855753647
holdout_percentile_value,85,0.36349453978159124,0.3888888888888889,0.44907407407407407,0.0006854009595613434,0.188646288209607,0.8151260504201681
train_percentile_value,90,0.3230888247489929,0.3620952380952381,0.36260330578512395,0.19990861320539183,0.845414847161572,0.5688816855753647
holdout_percentile_value,90,0.3787015945330296,0.0,0.4782608695652174,0.0,0.1205240174672489,0.9166666666666666
train_percentile_value,95,0.3255684971809387,0.36719242902208205,0.36869340232858994,0.06035336227248496,0.6751091703056769,0.5840163934426229
holdout_percentile_value,95,0.38824503311258274,0.0,0.5333333333333333,0.0,0.09170305676855896,1.1428571428571428
train_percentile_value,97,0.34443730115890503,0.3829344432882414,0.37756714060031593,0.036592795674358386,0.5528384279475983,0.6065989847715736
holdout_percentile_value,97,0.38824503311258274,0.0,0.5333333333333333,0.0,0.09170305676855896,1.1428571428571428
train_percentile_value,98,0.35638168454170227,0.39855072463768115,0.3915547024952015,0.0210189627598812,0.4550218340611354,0.6435331230283912
holdout_percentile_value,98,0.38824503311258274,0.0,0.5333333333333333,0.0,0.09170305676855896,1.1428571428571428
train_percentile_value,99,0.35638168454170227,0.39855072463768115,0.3915547024952015,0.0210189627598812,0.4550218340611354,0.6435331230283912
holdout_percentile_value,99,0.38824503311258274,0.0,0.5333333333333333,0.0,0.09170305676855896,1.1428571428571428
