threshold_source,quantile,threshold,train_precision,holdout_precision,train_signal_rate,holdout_signal_rate,holdout_profit_factor
train_percentile_value,80,0.2778626084327698,0.33407661065541133,0.3206631621512333,0.27064249843739896,0.9692970995557878,0.4720238095238095
holdout_percentile_value,80,0.3609854198089492,0.3157894736842105,0.3622448979591837,0.00040950923551091666,0.2048602038149987,0.568
train_percentile_value,85,0.2835105359554291,0.34150513112884834,0.32106478337634115,0.15121667349182058,0.9619806637052521,0.4728945789157832
holdout_percentile_value,85,0.36148310102942516,0.3157894736842105,0.3636991028295376,0.00040950923551091666,0.1893127776326104,0.571583514099783
train_percentile_value,90,0.30766624212265015,0.34284524057488025,0.32802445302445304,0.1034765178783111,0.8121243794094591,0.48814938951400527
holdout_percentile_value,90,0.3622887637118294,0.3157894736842105,0.39018087855297157,0.00040950923551091666,0.10112359550561797,0.6398305084745762
train_percentile_value,95,0.3230888247489929,0.345225959904859,0.3361790493770189,0.06343082526887514,0.5662398745753854,0.5064303093500174
holdout_percentile_value,95,0.3641114982578397,0.3157894736842105,0.38313253012048193,0.00040950923551091666,0.05422001567807682,0.62109375
train_percentile_value,97,0.3230888247489929,0.345225959904859,0.3361790493770189,0.06343082526887514,0.5662398745753854,0.5064303093500174
holdout_percentile_value,97,0.38824503311258274,0.0,0.36099585062240663,0.0,0.031486804285341,0.564935064935065
train_percentile_value,98,0.32408156991004944,0.3609865470852018,0.3361790493770189,0.02883807142703192,0.5662398745753854,0.5064303093500174
holdout_percentile_value,98,0.38824503311258274,0.0,0.36099585062240663,0.0,0.031486804285341,0.564935064935065
train_percentile_value,99,0.34443730115890503,0.39517625231910947,0.3461178671655753,0.01161713041791495,0.27933106872223673,0.5293276108726752
holdout_percentile_value,99,0.38824503311258274,0.0,0.36099585062240663,0.0,0.031486804285341,0.564935064935065
