period,session,n,pos_rate,auc_roc,auc_pr,brier,log_loss,ece,mce,score_mean,score_std,score_p50,score_p90,score_p95
holdout,other,80536,0.20249329492400914,0.5972574455709042,0.26656653165508504,0.16669153786001317,0.5219919774756852,0.09187094924577711,0.153421359934379,0.29394207271850975,0.0809842723262763,0.30238990449025477,0.3663771078180889,0.4262607040913416
train,other,293387,0.269449566613381,0.613296007757801,0.3435404763951713,0.1894365436438489,0.5598579563226244,0.00020571064037342446,0.0007298415661593782,0.26963443457808023,0.08594358047667092,0.29430729150772095,0.3451937735080719,0.3663771152496338
validation,other,1308,0.26146788990825687,0.6138686087198673,0.3176245937636366,0.1890549881816064,0.5619947936652121,0.04614227521162059,0.4367823771068028,0.22000065543019534,0.08345102198121084,0.24319136142730713,0.3091748356819153,0.3192904591560364
