feature,psi,ks_stat,ks_pvalue,ks_significant,train_mean,hold_mean,mean_shift_pct,train_std,hold_std,std_ratio,train_p50,hold_p50,train_p25,hold_p25,train_p75,hold_p75,train_nan_pct,hold_nan_pct
bb_position,0.001104364518856669,0.014590683411829453,2.998534942255658e-08,True,0.5179716745653349,0.5076546307312658,-1.9918162171336165,0.32892039465299505,0.3286067348553674,0.9990463929820923,0.5346863252443459,0.5196850061227497,0.25926424130646586,0.24795528029579098,0.7814140818025633,0.7695384633412445,0.0,0.0
upper_wick_rel,0.0009288451170320646,0.008381244745114036,0.005228842459720753,True,0.22183071444216448,0.22314372268730828,0.5918965020360876,0.21195717333490388,0.21898885474673588,1.0331750054410593,0.16754709542458485,0.16687890531319055,0.058665922948782125,0.05581380984896285,0.3259382483267762,0.3267064468647785,0.0,0.0
lower_wick_rel,0.0008154762805521204,0.011499538451685665,2.7562136618199048e-05,True,0.24287622334655895,0.24151977526426271,-0.5584935643435918,0.2345385981893408,0.24511126251820733,1.0450785643190923,0.18492729204880953,0.17987898853583512,0.06647370881276736,0.06367199595233296,0.3534629593653987,0.34554359193946677,0.0,0.0
body_rel,0.0006602260323785239,0.009104490448912705,0.0017933547262059051,True,0.0067121744870842735,0.0009852171207552275,-85.32192546736886,0.6790368763178039,0.6829747443508646,1.0057991946602596,0.013038099561793094,0.00478537859647148,-0.41403605158554435,-0.41530344090149846,0.43705801291841656,0.4263043358689854,0.0,0.0
shooting_star,4.61268945497845e-23,0.0010138905454912805,0.9999999999929617,False,0.021069664739494665,0.02208355528498592,4.812086522999455,0.14361662148672055,0.14695533971571395,1.023247428961798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hammer,4.61268945497845e-23,4.4257294956051574e-05,1.0,False,0.026404503851534714,0.026360246556578648,-0.16761266762967938,0.16033498067448976,0.16020419457072596,0.9991842884042029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
doji,4.61268945497845e-23,0.006523814547099938,0.054431887377775934,False,0.12666239654794612,0.13318621109504603,5.150553497639597,0.332594398402434,0.33977587358314876,1.0215922883657018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_chop,4.61268945497845e-23,0.0006275701535756184,1.0,False,0.1568257285890067,0.15619815843543108,-0.4001704026630655,0.3636363835502904,0.36304310176177573,0.9983684724254192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
macd_positive,4.61268945497845e-23,0.00010661118883215082,1.0,False,0.496081042358454,0.4959744311696218,-0.02149067985151211,0.49998464153512134,0.49998379453297476,0.9999983039436126,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
rsi_oversold,4.61268945497845e-23,0.006239122891800286,0.0740262972473783,False,0.035051494260623324,0.041290617152423714,17.79987656848805,0.18390999703855362,0.1989615593213817,1.0818419957770473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ema_bull,4.61268945497845e-23,0.022521664242629635,4.588456802542995e-19,True,0.5422994589310095,0.5197777946883799,-4.15299403866173,0.49820754287158653,0.49960868571039097,1.0028123657621,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
is_exhaustion,4.61268945497845e-23,0.0027056088003579726,0.9154135773892043,False,0.15691000724796467,0.15420439844760672,-1.7243060723585426,0.3637159013205339,0.3611445720857763,0.992930388200372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
is_asia,4.61268945497845e-23,0.004544530530075308,0.3458075364514329,False,0.34785173698316113,0.34330720645308577,-1.3064561805625807,0.47628867933319485,0.47481298260521915,0.9969016737350479,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
is_london,4.61268945497845e-23,0.000746778824568306,1.0,False,0.35137458492760465,0.3506278061030363,-0.21253068789733812,0.4773997130231209,0.47716658274695617,0.9995116643992094,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
is_ny,4.61268945497845e-23,0.000624155011204719,1.0,False,0.34861867277967873,0.3492428277908835,0.17903659733363284,0.4765329933687845,0.4767308203037756,1.0004151358611655,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
is_overlap,4.61268945497845e-23,0.00047511011724132857,1.0,False,0.13197195206229878,0.13149684194505745,-0.3600084004341799,0.33846027230853115,0.33794292787915237,0.998471473699641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
