state,train_n,holdout_n,train_pos_rate,holdout_pos_rate,recommended_quantile,recommended_threshold_source,recommended_threshold,recommended_holdout_precision,recommended_holdout_signal_rate,recommended_holdout_profit_factor,baseline_quantile,baseline_threshold,baseline_holdout_precision,baseline_holdout_signal_rate,selection_reason
LOW_VOL,26262,1145,0.33142944177899625,0.4200873362445415,95,holdout_percentile_value,0.5324675324675324,0.6617647058823529,0.059388646288209605,1.9565217391304348,99,0.4466403126716614,0.5071090047393365,0.18427947598253275,meets_constraints
RANGE,34689,7632,0.28669030528409584,0.3096174004192872,95,holdout_percentile_value,0.4288150042625747,0.38207547169811323,0.05555555555555555,0.6183206106870229,99,0.3527444303035736,0.31516936671575846,0.1779350104821803,fallback_best_available
TRANSITION_DOWN,46397,7654,0.3024980063366166,0.3102952704468252,95,holdout_percentile_value,0.4288150042625747,0.4052132701421801,0.055134570159393784,0.6812749003984063,99,0.39063793420791626,0.380449141347424,0.09890253462241964,fallback_best_available
TRANSITION_UP,8339,1284,0.2903225806451613,0.2850467289719626,99,holdout_percentile_value,0.4609286523216308,0.48,0.019470404984423675,0.9230769230769231,99,0.4074702858924866,0.3333333333333333,0.04672897196261682,meets_constraints
TREND_DOWN,70671,18805,0.30917915410847446,0.3133209252858282,99,holdout_percentile_value,0.5324675324675324,0.5534351145038168,0.013932464770007976,1.2393162393162394,99,0.44170403480529785,0.44651162790697674,0.045732517947354424,meets_constraints
TREND_UP,68714,16697,0.297624938149431,0.28651853626399953,97,train_percentile_value,0.4074702858924866,0.37340619307832423,0.06576031622447147,0.5959302325581395,99,0.4466403126716614,0.34146341463414637,0.03683296400550997,fallback_best_available
VOLATILE,33790,27181,0.0,0.0,99,holdout_percentile_value,0.4609286523216308,0.0,0.0113314447592068,0.0,99,0.29430729150772095,0.0,0.4643684926971046,fallback_best_available
