threshold_source,quantile,threshold,train_precision,holdout_precision,train_signal_rate,holdout_signal_rate,holdout_profit_factor
train_percentile_value,80,0.3451937735080719,0.36914013537227375,0.4400715563506261,0.3037849364100221,0.4882096069868996,0.7859424920127795
holdout_percentile_value,80,0.4288150042625747,0.4402618657937807,0.4448669201520912,0.023265554793998933,0.22969432314410482,0.8013698630136986
train_percentile_value,85,0.3527444303035736,0.37791783380018673,0.4395833333333333,0.16312542837559973,0.4192139737991266,0.7843866171003717
holdout_percentile_value,85,0.44664031620553357,0.4858757062146893,0.5071090047393365,0.00673977610235321,0.18427947598253275,1.0288461538461537
train_percentile_value,90,0.3663771152496338,0.3770491803278688,0.42162162162162165,0.1207828802071434,0.3231441048034934,0.7289719626168224
holdout_percentile_value,90,0.4609286523216308,0.5714285714285714,0.5588235294117647,0.0010661792704287564,0.14847161572052403,1.2666666666666666
train_percentile_value,95,0.39063793420791626,0.39791538933169834,0.42162162162162165,0.06210494250247506,0.3231441048034934,0.7289719626168224
holdout_percentile_value,95,0.5324675324675324,0.5714285714285714,0.6617647058823529,0.0010661792704287564,0.059388646288209605,1.9565217391304348
train_percentile_value,97,0.42626070976257324,0.4308641975308642,0.4448669201520912,0.030843043180260453,0.22969432314410482,0.8013698630136986
holdout_percentile_value,97,0.5324675324675324,0.5714285714285714,0.6617647058823529,0.0010661792704287564,0.059388646288209605,1.9565217391304348
train_percentile_value,98,0.42881500720977783,0.4402618657937807,0.4823008849557522,0.023265554793998933,0.19737991266375546,0.9316239316239316
holdout_percentile_value,98,0.5324675324675324,0.5714285714285714,0.6617647058823529,0.0010661792704287564,0.059388646288209605,1.9565217391304348
train_percentile_value,99,0.4466403126716614,0.45425867507886436,0.5071090047393365,0.012070672454496991,0.18427947598253275,1.0288461538461537
holdout_percentile_value,99,0.5324675324675324,0.5714285714285714,0.6617647058823529,0.0010661792704287564,0.059388646288209605,1.9565217391304348
