sl_mult,base_rate,pct_bar1,ratio,n_tp,n_sl
0.5,0.14143414341434143,51.29100597034088,5.0,14142,77885
0.75,0.17563756375637563,33.108540201151094,3.3333333333333335,17562,68804
1.0,0.19831983198319833,20.454204891693443,2.5,19830,60061
1.25,0.21218121812181218,12.375149435039143,2.0,21216,51862
1.5,0.22176217621762176,7.4867635462430995,1.6666666666666667,22174,44385
1.75,0.22771277127712772,4.648311522162104,1.4285714285714286,22769,37519
2.0,0.23087308730873088,3.1786476414944103,1.25,23085,31397
2.5,0.2345034503450345,1.7633886919201345,1.0,23448,21436
