sl_mult,base_rate,pct_bar1,ratio,n_tp,n_sl
0.75,0.17682825622697043,34.39238025400951,3.3333333333333335,95883,370931
1.0,0.19903806077773967,22.366896280380782,2.5,107926,325329
1.25,0.2133860039318528,14.329130545279984,2.0,115706,283304
1.5,0.2227103227733947,9.287054792560216,1.6666666666666667,120762,244577
1.75,0.2288146533441035,6.216081000595593,1.4285714285714286,124072,209875
2.0,0.23291432913222607,4.315481180902556,1.25,126295,178914
2.5,0.23730723409277846,2.409459765536525,1.0,128677,128037
3.0,0.23940225509831475,1.6510372893351617,0.8333333333333334,129813,90428
